物件名,住所,交通,築年数,部屋名,賃料,敷金,礼金,占有面積,間取り,所在階,向き,画像
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 302,"12.8万円(10,000円)",1ヶ月,無,25.17m²,1DK,3階,南,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3417%252F1%252F2%252Fze1l.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋,"13万円(10,000円)",1ヶ月,無,25.17m²,1DK,5階,北西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F152924%252Frent%252F31252%252F1%252F2%252F6hzz.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋,"13.1万円(10,000円)",1ヶ月,無,25.17m²,1DK,5階,南東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F116095%252Frent%252F109389%252F1%252F2%252F29n5.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 504,"13.2万円(10,000円)",1ヶ月,無,25.17m²,1DK,5階,北西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fd32cae61-b4af-45ca-93f9-77279d413a21_property_picture_3161_large.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋,"13.3万円(10,000円)",1ヶ月,無,25.17m²,1DK,5階,南東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F205428%252F1%252F1%252Fbewg.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 602,"23.4万円(20,000円)",1ヶ月,無,50.34m²,2LDK,6階,北西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5613%252Frent%252F323172%252F1%252F2%252Fvybp.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 601,"23.6万円(20,000円)",1ヶ月,無,50.34m²,2LDK,6階,南東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F116846%252Frent%252F275029%252F1%252F1%252Fy1ci.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋,"23.9万円(20,000円)",1ヶ月,無,50.34m²,2LDK,6階,北西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F116095%252Frent%252F109383%252F1%252F2%252Fwvxs.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 702,"24万円(20,000円)",1ヶ月,無,50.34m²,2LDK,7階,北西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F64251%252F1%252F1%252Fiuz7.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 802,"24.1万円(20,000円)",1ヶ月,無,50.34m²,2LDK,8階,北西,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F116846%252Frent%252F275034%252F1%252F1%252Fnumq.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 601,"24.1万円(20,000円)",1ヶ月,無,50.34m²,2LDK,6階,南東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F127689%252Frent%252F165201%252F1%252F1%252F06nu.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 701,"24.2万円(20,000円)",1ヶ月,無,50.34m²,2LDK,7階,南,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3433%252F1%252F2%252Fy7ro.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 902,"24.2万円(20,000円)",1ヶ月,無,50.34m²,2LDK,9階,南,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3425%252F1%252F2%252Fgwdg.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 1002,"24.3万円(20,000円)",1ヶ月,無,50.34m²,2LDK,10階,北西,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fbda8cebe-92ca-4b96-bd72-8fea09edc506_property_picture_3161_large.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 801,"24.3万円(20,000円)",1ヶ月,無,50.34m²,2LDK,8階,南,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3432%252F1%252F2%252Flnqk.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 1102,"24.4万円(20,000円)",1ヶ月,無,50.34m²,2LDK,11階,北西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F116846%252Frent%252F275040%252F1%252F1%252F9z6z.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋,"24.4万円(20,000円)",1ヶ月,無,50.34m²,2LDK,9階,南東,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F118411%252Frent%252F120871%252F1%252F2%252Fu1jm.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 1202,"24.6万円(20,000円)",1ヶ月,無,50.34m²,2LDK,12階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3422%252F1%252F2%252Frsyn.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 1001,"24.7万円(20,000円)",1ヶ月,無,50.34m²,2LDK,10階,南東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F64246%252F1%252F1%252Fhdhv.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 1101,"24.8万円(20,000円)",1ヶ月,無,50.34m²,2LDK,11階,南東,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F64247%252F1%252F1%252Fylxr.jpg&width=100&height=100
ジオエント町屋,東京都荒川区町屋2丁目2番18号,京成本線 町屋駅 徒歩 3 分,2025年2月,ジオエント町屋 1201,"25万円(20,000円)",1ヶ月,無,50.34m²,2LDK,12階,南,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150721%252Frent%252F3428%252F1%252F2%252Fdj3m.jpg&width=100&height=100
Brillia ist町屋,東京都荒川区荒川6丁目6番4号,東京メトロ千代田線 町屋駅 徒歩 2 分,2022年3月,ブリリアイスト町屋（Ｂｒｉｌｌｉａ　ｉｓｔ　町屋） 505,"14万円(10,000円)",1ヶ月,無,25.11m²,1DK,5階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F64588%252F1%252F1%252F6irx.jpg&width=100&height=100
Brillia ist町屋,東京都荒川区荒川6丁目6番4号,東京メトロ千代田線 町屋駅 徒歩 2 分,2022年3月,Ｂｒｉｌｌｉａ　ｉｓｔ　町屋 608,"21.5万円(15,000円)",1ヶ月,無,50.05m²,2LDK,6階,東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F0d46edbd-5da9-4e46-a907-6225aec3be2b_property_picture_688_large.jpg&width=100&height=100
Brillia ist町屋,東京都荒川区荒川6丁目6番4号,東京メトロ千代田線 町屋駅 徒歩 2 分,2022年3月,東京メトロ千代田線 町屋駅 徒歩2分,"23.8万円(15,000円)",1ヶ月,無,50.01m²,2LDK,6階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F142594%252Frent%252F127133%252F1%252F1%252Fxste.jpg&width=100&height=100
Brillia ist町屋,東京都荒川区荒川6丁目6番4号,東京メトロ千代田線 町屋駅 徒歩 2 分,2022年3月,Ｂｒｉｌｌｉａ　ｉｓｔ　町屋 903,"23.9万円(15,000円)",1ヶ月,無,50.08m²,2LDK,9階,南,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttps%253A%252F%252Fimg-dk.s3-ap-northeast-1.amazonaws.com%252Fimg%252Froom%252F5191%252F5191510%252F5191510_1.jpg&width=100&height=100
Brillia ist町屋,東京都荒川区荒川6丁目6番4号,東京メトロ千代田線 町屋駅 徒歩 2 分,2022年3月,ブリリアイスト町屋（Ｂｒｉｌｌｉａ　ｉｓｔ　町屋） 1003,"24万円(15,000円)",1ヶ月,無,50.08m²,2LDK,10階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F64590%252F1%252F1%252F803h.jpg&width=100&height=100
Brillia ist町屋,東京都荒川区荒川6丁目6番4号,東京メトロ千代田線 町屋駅 徒歩 2 分,2022年3月,Ｂｒｉｌｌｉａ　ｉｓｔ　町屋 1201,"24.8万円(15,000円)",1ヶ月,無,50.04m²,2LDK,12階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F02bdfeaa-c9c9-4e16-be11-69f7f4545ac4_property_picture_688_large.jpg&width=100&height=100
ブリリアイスト町屋,東京都荒川区荒川6丁目,京成本線 町屋駅 徒歩 2 分,2022年3月,ブリリアイスト町屋（Ｂｒｉｌｌｉａ　ｉｓｔ　町屋） 505,"14万円(10,000円)",1ヶ月,無,25.11m²,1DK,5階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F64588%252F1%252F1%252F6irx.jpg&width=100&height=100
ブリリアイスト町屋,東京都荒川区荒川6丁目,京成本線 町屋駅 徒歩 2 分,2022年3月,Ｂｒｉｌｌｉａ　ｉｓｔ　町屋 608,"21.5万円(15,000円)",1ヶ月,無,50.05m²,2LDK,6階,東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F0d46edbd-5da9-4e46-a907-6225aec3be2b_property_picture_688_large.jpg&width=100&height=100
ブリリアイスト町屋,東京都荒川区荒川6丁目,京成本線 町屋駅 徒歩 2 分,2022年3月,Brillia ist 町屋,"23.8万円(15,000円)",1ヶ月,無,50.01m²,2LDK,6階,南,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F9424df43-2aed-4256-a45f-a1eed54465cd_property_picture_4104_large.jpg&width=100&height=100
ブリリアイスト町屋,東京都荒川区荒川6丁目,京成本線 町屋駅 徒歩 2 分,2022年3月,Brillia ist 町屋,"23.9万円(15,000円)",1ヶ月,無,50.08m²,2LDK,9階,南,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F88c8678d-7cb9-47ee-89d2-08fdcb2f6bc3_property_picture_4104_large.jpg&width=100&height=100
ブリリアイスト町屋,東京都荒川区荒川6丁目,京成本線 町屋駅 徒歩 2 分,2022年3月,ブリリアイスト町屋（Ｂｒｉｌｌｉａ　ｉｓｔ　町屋） 1003,"24万円(15,000円)",1ヶ月,無,50.08m²,2LDK,10階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F150538%252Frent%252F64590%252F1%252F1%252F803h.jpg&width=100&height=100
ブリリアイスト町屋,東京都荒川区荒川6丁目,京成本線 町屋駅 徒歩 2 分,2022年3月,Ｂｒｉｌｌｉａ　ｉｓｔ　町屋 1201,"24.8万円(15,000円)",1ヶ月,無,50.04m²,2LDK,12階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F02bdfeaa-c9c9-4e16-be11-69f7f4545ac4_property_picture_688_large.jpg&width=100&height=100
プライムアーバン町屋サウスコート,東京都荒川区荒川3丁目73番5号,JR常磐線(上野～取手) 三河島駅 徒歩 5 分,2001年1月,プライムアーバン町屋サウスコート 1103,"20.8万円(10,000円)",1ヶ月,1ヶ月,56.48m²,2LDK,11階,南,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttps%253A%252F%252Fimg-dk.s3-ap-northeast-1.amazonaws.com%252Fimg%252Froom%252F3910%252F3910340%252F3910340_1.jpg&width=100&height=100
プライムアーバン町屋サウスコート,東京都荒川区荒川3丁目73番5号,JR常磐線(上野～取手) 三河島駅 徒歩 5 分,2001年1月,プライムアーバン町屋サウスコート,"22万円(10,000円)",1ヶ月,無,60.4m²,2DK,6階,南,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F201706%252F1%252F1%252Ff33j.jpg&width=100&height=100
プライムアーバン町屋サウスコート,東京都荒川区荒川3丁目73番5号,JR常磐線(上野～取手) 三河島駅 徒歩 5 分,2001年1月,プライムアーバン町屋サウスコート 1201,"23万円(10,000円)",1ヶ月,無,59.66m²,2LDK,12階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttps%253A%252F%252Fimg-dk.s3-ap-northeast-1.amazonaws.com%252Fimg%252Froom%252F2631%252F2631589%252F2631589_1.jpg&width=100&height=100
レヴアン,東京都荒川区西尾久4丁目26番12号,JR東北本線(宇都宮線) 尾久駅 徒歩 4 分,2006年10月,ＲＥＶ　ＵＮ 803,"8.3万円(7,000円)",無,無,25.25m²,1K,8階,-,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fe35c2ddf178b230698fb781dfcd8c7b9_property_picture_1930_large.jpg&width=100&height=100
レヴアン,東京都荒川区西尾久4丁目26番12号,JR東北本線(宇都宮線) 尾久駅 徒歩 4 分,2006年10月,REV UN,"8.4万円(10,000円)",無,無,25.2m²,1K,8階,北東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F5a2a9d57-6e96-4559-9ba6-06e416bb4c48_property_picture_4104_large.jpg&width=100&height=100
グランレーヴ東尾久,東京都荒川区東尾久3丁目27,日暮里・舎人ライナー 赤土小学校前駅 徒歩 4 分,2020年1月,グランレーヴ東尾久,"19.5万円(12,000円)",1ヶ月,1ヶ月,52.66m²,2LDK,10階,西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F120683%252Frent%252F191592%252F1%252F1%252F9rb0.jpg&width=100&height=100
グランレーヴ東尾久,東京都荒川区東尾久3丁目27,日暮里・舎人ライナー 赤土小学校前駅 徒歩 4 分,2020年1月,グランレーヴ東尾久,"19.5万円(12,000円)",1ヶ月,1ヶ月,52.66m²,2LDK,9階,東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F8412c908-53fa-4d3b-b351-617b8928a52e_property_picture_4104_large.jpg&width=100&height=100
ORME COURT NIPPORI EAST,東京都荒川区東日暮里5丁目,JR山手線 日暮里駅 徒歩 8 分,2021年3月,ＯＲＭＥ　ＣＯＵＲＴ　ＮＩＰＰＯＲＩ　ＥＡＳＴ,"22.1万円(10,000円)","221,000円",無,53.12m²,1SLDK,11階,南,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F107918%252Frent%252F29057%252F1%252F1%252Fsy8t.jpg&width=100&height=100
ORME COURT NIPPORI EAST,東京都荒川区東日暮里5丁目,JR山手線 日暮里駅 徒歩 8 分,2021年3月,ＯＲＭＥ　ＣＯＵＲＴ　ＮＩＰＰＯＲＩ　ＥＡＳＴ,"22.4万円(10,000円)",1ヶ月,無,53.12m²,1SLDK,12階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F203847%252F1%252F1%252Fifrh.jpg&width=100&height=100
プラウドフラット西日暮里,東京都荒川区西日暮里5丁目26番18号,JR山手線 西日暮里駅 徒歩 4 分,2022年12月,プラウドフラット西日暮里,"23.9万円(15,000円)",無,無,50m²,2LDK,5階,北西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F203694%252F1%252F1%252F3d2e.jpg&width=100&height=100
プラウドフラット西日暮里,東京都荒川区西日暮里5丁目26番18号,JR山手線 西日暮里駅 徒歩 4 分,2022年12月,プラウドフラット西日暮里 801,"24.5万円(15,000円)",無,無,50m²,2LDK,8階,北西,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttps%253A%252F%252Fimg-dk.s3-ap-northeast-1.amazonaws.com%252Fimg%252Froom%252F3444%252F3444977%252F3444977_1.jpg&width=100&height=100
ラグゼナ田端北,東京都荒川区西尾久2丁目,都電荒川線 宮ノ前駅 徒歩 1 分,2023年2月,ラグゼナ田端北 201,"15.5万円(10,000円)",1ヶ月,1ヶ月,50.25m²,2LDK,2階,南,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F146901%252Frent%252F23226%252F1%252F1%252F1s3z.jpg&width=100&height=100
ARTESSIMOLINKCROSS,東京都荒川区西日暮里2丁目47番5号,JR山手線 西日暮里駅 徒歩 5 分,2009年2月,ＡＲＴＥＳＳＩＭＯ　ＬＩＮＫ　ＣＲＯＳＳ 1103,"10.1万円(15,000円)",1ヶ月,1ヶ月,25.01m²,ワンルーム,11階,南西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F147153%252Frent%252F21396%252F1%252F1%252F6mgb.jpg&width=100&height=100
ラグゼナ町屋,東京都荒川区東尾久6丁目47番5号,都電荒川線 熊野前駅 徒歩 5 分,2024年1月,ラグゼナ町屋,"19.5万円(15,000円)",無,1ヶ月,50.4m²,2LDK,11階,西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F9a0bf7b5-7644-4b6b-bb7c-32e1097ff83d_property_picture_4104_large.jpg&width=100&height=100
ルフレリバーサイド町屋,東京都荒川区町屋8丁目3番12号,東京メトロ千代田線 町屋駅 徒歩 9 分,2017年10月,ルフレリバーサイド町屋,"14.2万円(15,000円)",1ヶ月,1ヶ月,36.41m²,2LDK,10階,西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F121222%252Frent%252F226137%252F1%252F2%252Fb6gq.jpg&width=100&height=100
ルフレリバーサイド町屋,東京都荒川区町屋8丁目3番12号,東京メトロ千代田線 町屋駅 徒歩 9 分,2017年10月,ルフレリバーサイド町屋 701,"17万円(25,000円)",1ヶ月,1ヶ月,51.08m²,2LDK,7階,西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F216c6e99-c262-49bf-a172-62814d54ea86_property_picture_691_large.jpg&width=100&height=100
Ｆｅｅｔｈ＃００１,東京都荒川区東日暮里5丁目7番3号,JR山手線 日暮里駅 徒歩 10 分,2002年4月,Feeth#001 803,"12.2万円(15,000円)",1ヶ月,1ヶ月,33.58m²,1K,8階,東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F147153%252Frent%252F22946%252F1%252F1%252Fag69.jpg&width=100&height=100
ジーベック日暮里,東京都荒川区東日暮里6丁目54番6号,JR山手線 日暮里駅 徒歩 6 分,2016年12月,XEBEC日暮里,"10.95万円(15,000円)",無,1ヶ月,27.8m²,1K,6階,西,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Ff24cc0c3-4efb-4224-b6f5-02912763393c_property_picture_4104_large.jpg&width=100&height=100
ジーベック日暮里,東京都荒川区東日暮里6丁目54番6号,JR山手線 日暮里駅 徒歩 6 分,2016年12月,XEBEC日暮里 1102,"11.45万円(15,000円)",無,1ヶ月,28.04m²,1K,11階,西,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F105197%252Frent%252F329972%252F1%252F2%252Fomnt.jpg&width=100&height=100
